# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s²),Total velocity (ft/s),Total acceleration (ft/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (ft/s²),Latitude (°),Longitude (°),Gravitational acceleration (ft/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (oz),Propellant mass (oz),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (ft/s²),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
1.046,1045.7,1339.5,-305.77,1352,308.18,140.45,0.0049398,140.45,0.0020152,183.1,38.507,33,107,32.134,0.0043429,1.12E-08,-0.0026628,-1.78E-04,82.153,0,8.7843,0.06234,39.891,29.329,4.6945,1.217,33642002,0,196.13,0.76252,0.76252,0.34662,0.21048,0.20542,0.0011416,0.0048729,3.45E-05,0,0,0,0,-1.84E-06,0.166,2.25,3.9761,81.937,0.0061457,NaN,54.368,966.82,1111.6,0.05,0.082243
1.096,1112.3,1324.4,-300.17,1336.7,302.68,149.56,0.0055544,149.56,0.0021279,181.2,38.899,33,107,32.134,0.0082442,2.21E-08,1.42E-04,-4.58E-07,82.153,0,8.7843,0.06234,39.923,29.329,4.7085,1.2035,33207916,0,192.23,0.76606,0.76606,0.34823,0.21011,0.20772,0.0021844,0.010426,2.16E-04,0,0,0,0,5.35E-09,0.16413,2.25,3.9761,81.939,6.38E-04,NaN,54.13,964.44,1111.4,0.05,0.082683
1.146,1178.1,1309.5,-294.68,1321.7,297.02,158.57,0.0061509,158.57,0.0022225,179.29,37.274,33,107,32.134,0.0029965,1.94E-08,-0.0019769,-7.27E-05,82.153,0,8.7843,0.06234,39.952,29.329,4.7215,1.1904,32784517,0,188.21,0.76856,0.76856,0.3498,0.20875,0.21001,7.99E-04,0.0035523,4.89E-04,0,0,0,0,-1.06E-06,0.16229,2.25,3.9761,81.894,0.0039609,NaN,53.896,962.08,1111.1,0.05,0.083223
1.196,1243.3,1294.9,-289.03,1307,291.36,167.49,0.0067698,167.49,0.0023159,177.45,36.83,33,107,32.133,0.0011922,2.99E-08,-1.59E-05,-2.00E-04,82.153,0,8.7843,0.06234,39.975,29.329,4.7316,1.1774,32367622,0,184.2,0.77071,0.77071,0.35135,0.20703,0.21233,3.20E-04,0.0018438,1.17E-04,0,0,0,0,0,0.16048,2.25,3.9761,81.889,0.010826,NaN,53.663,959.75,1110.9,0.05,0.08377
1.246,1307.6,1280.6,-283.59,1292.6,285.86,176.32,0.0075045,176.32,0.0024387,175.64,35.966,33,107,32.133,6.56E-04,2.42E-08,3.55E-05,-4.35E-04,82.153,0,8.7843,0.06234,39.992,29.329,4.7391,1.1647,31958292,0,180.29,0.77285,0.77285,0.35287,0.20532,0.21465,1.77E-04,4.11E-04,4.04E-04,0,0,0,0,0,0.15871,2.25,3.9761,81.892,-1.71E-04,NaN,53.434,957.45,1110.6,0.05,0.084205
1.296,1371.3,1266.5,-278.3,1278.4,280.53,185.05,0.0081433,185.05,0.0025213,173.84,35.302,33,107,32.133,0.0010411,1.39E-08,3.26E-04,-7.07E-04,82.153,0,8.7843,0.06234,40.003,29.329,4.7443,1.1522,31558318,0,176.51,0.77497,0.77497,0.35436,0.20363,0.21698,2.82E-04,0.001269,-3.87E-04,0,0,0,0,3.08E-08,0.15697,2.25,3.9761,81.885,0.010564,NaN,53.207,955.18,1110.4,0.05,0.084767
1.346,1434.3,1252.7,-273.19,1264.5,275.36,193.7,0.0089023,193.7,0.0026333,172.11,34.487,33,107,32.133,8.15E-04,-6.62E-09,1.04E-04,-8.17E-04,82.153,0,8.7843,0.06234,40.011,29.329,4.7478,1.1399,31167644,0,172.83,0.77709,0.77709,0.35581,0.20195,0.21932,2.21E-04,0.0013146,8.12E-05,0,0,0,0,0,0.15527,2.25,3.9761,81.891,-0.0012436,NaN,52.982,953.01,1110.1,0.05,0.08562
1.396,1496.6,1239.2,-268.21,1250.9,270.38,202.26,0.0096035,202.26,0.0027204,170.36,34.126,33,107,32.133,0.0024349,-4.06E-08,0.0029026,-3.40E-04,82.153,0,8.7843,0.06234,40.014,29.329,4.7491,1.1279,30789037,0,169.3,0.77918,0.77918,0.35723,0.20031,0.22165,6.63E-04,0.0026823,3.98E-04,0,0,0,0,2.55E-06,0.15359,2.25,3.9761,81.858,0.0069714,NaN,52.76,950.88,1109.9,0.05,0.086138
1.446,1558.2,1225.9,-263.46,1237.5,265.5,210.74,0.010393,210.74,0.0028256,168.74,32.804,33,107,32.132,0.0050976,-5.88E-08,0.0019181,-2.48E-04,82.153,0,8.7843,0.06234,40.013,29.329,4.7487,1.116,30413856,0,165.83,0.78129,0.78129,0.35863,0.19865,0.22401,0.0013905,0.0062335,-2.69E-04,0,0,0,0,1.14E-06,0.15195,2.25,3.9761,81.863,0.002046,NaN,52.54,948.79,1109.6,0.05,0.086577
1.496,1619.2,1212.9,-258.67,1224.3,260.76,219.13,0.011176,219.13,0.0029221,167.05,32.973,33,107,32.132,0.0050904,-5.91E-08,0.002025,1.92E-04,82.153,0,8.7843,0.06234,40.01,29.329,4.7473,1.1044,30048487,0,162.48,0.78338,0.78338,0.35999,0.19702,0.22636,0.0013903,0.0062984,-3.43E-04,0,0,0,0,1.30E-06,0.15034,2.25,3.9761,81.856,0.0020013,NaN,52.323,946.71,1109.4,0.05,0.087
1.546,1679.5,1200,-254.03,1211.4,255.98,227.45,0.011946,227.45,0.0030092,165.47,31.572,33,107,32.132,0.0047256,-4.00E-08,6.73E-04,1.60E-04,82.153,0,8.7843,0.06234,40.004,29.329,4.7446,1.093,29688664,0,159.08,0.78483,0.78483,0.36202,0.19409,0.22873,0.0012915,0.0058873,8.99E-05,0,0,0,0,1.46E-07,0.14875,2.25,3.9761,81.846,0.010906,NaN,52.108,944.65,1109.1,0.05,0.087411
1.596,1739.2,1187.5,-249.24,1198.7,251.23,235.68,0.01282,235.68,0.0031166,163.87,31.518,33,107,32.132,0.0035114,-2.60E-08,7.21E-04,1.04E-04,82.153,0,8.7843,0.06234,39.996,29.329,4.7409,1.0818,29336690,0,155.71,0.7859,0.7859,0.36442,0.19038,0.2311,9.60E-04,0.0050331,1.57E-04,0,0,0,0,1.71E-07,0.1472,2.25,3.9761,81.846,0.0028628,NaN,51.895,942.62,1108.9,0.05,0.087833
1.646,1798.3,1175.1,-244.7,1186.3,246.66,243.83,0.013676,243.83,0.0032136,162.29,31.063,33,107,32.132,0.0039025,-4.00E-08,0.0032887,-2.21E-04,82.153,0,8.7843,0.06234,39.984,29.329,4.7358,1.0709,28994480,0,152.47,0.78698,0.78698,0.36677,0.18676,0.23345,0.0010663,0.0054017,1.14E-04,0,0,0,0,3.64E-06,0.14567,2.25,3.9761,81.801,0.0081234,NaN,51.684,940.61,1108.7,0.05,0.088252
1.696,1856.7,1163,-240.41,1174.1,242.19,251.91,0.01461,251.91,0.0033229,160.83,29.311,33,107,32.132,0.011747,-4.89E-08,0.0017946,6.96E-05,82.153,0,8.7843,0.06234,39.967,29.329,4.7282,1.06,28654658,0,149.28,0.78808,0.78808,0.3691,0.18314,0.23584,0.0032081,0.014827,-3.42E-04,0,0,0,0,1.11E-06,0.14417,2.25,3.9761,81.794,0.0076753,NaN,51.476,938.62,1108.5,0.05,0.088674
1.746,1914.6,1151.1,-235.81,1162.1,237.78,259.92,0.015599,259.92,0.0034386,159.29,30.553,33,107,32.131,0.014329,-4.60E-08,0.0024996,2.61E-06,82.153,0,8.7843,0.06234,39.951,29.329,4.7209,1.0495,28324497,0,146.18,0.78893,0.78893,0.37136,0.17935,0.23822,0.0039089,0.018415,2.29E-04,0,0,0,0,2.19E-06,0.1427,2.25,3.9761,81.791,0.0076209,NaN,51.269,936.65,1108.2,0.05,0.089145
1.796,1971.8,1139.4,-230.62,1150.3,232.34,267.84,0.016622,267.84,0.0035557,157.84,28.199,33,107,32.131,0.010356,-4.44E-08,-0.0010908,4.36E-05,82.153,0,8.7843,0.06234,39.935,29.329,4.714,1.0391,28000510,0,142.29,0.78502,0.78502,0.37359,0.17083,0.24059,0.0028205,0.013368,1.40E-04,0,0,0,0,-4.26E-07,0.14125,2.25,3.9761,81.747,0.0043371,NaN,51.065,934.7,1108,0.05,0.089642
1.846,2028.5,1128,-225.32,1138.8,227.06,275.7,0.01763,275.7,0.0036638,156.44,28.069,33,107,32.131,8.17E-04,-5.04E-08,7.55E-04,-7.52E-05,82.153,0,8.7843,0.06234,39.921,29.329,4.7076,1.0289,27682830,0,138.55,0.78121,0.78121,0.37578,0.16246,0.24298,2.22E-04,6.48E-04,-3.45E-04,0,0,0,0,2.08E-07,0.13984,2.25,3.9761,81.756,0.0063011,NaN,50.863,932.77,1107.8,0.05,0.090178
1.896,2084.6,1116.9,-220.25,1127.6,222.02,283.49,0.018668,283.49,0.003773,155.02,27.963,33,107,32.131,0.0079899,-5.64E-08,0.0017541,-1.95E-05,82.153,0,8.7843,0.06234,39.898,29.329,4.6973,1.019,27374005,0,134.98,0.77755,0.77755,0.37791,0.1543,0.24534,0.0021676,0.0098442,3.40E-04,0,0,0,0,1.15E-06,0.13847,2.25,3.9761,81.745,0.0089833,NaN,50.663,930.86,1107.6,0.05,0.090708
1.946,2140.2,1106,-215.58,1116.6,217.2,291.2,0.019765,291.2,0.0038889,153.67,26.528,33,107,32.131,0.0050393,-5.59E-08,-0.0013164,1.51E-05,82.153,0,8.7843,0.06234,39.878,29.329,4.6886,1.0093,27072089,0,131.55,0.77399,0.77399,0.37999,0.14631,0.24769,0.0013639,0.006695,2.95E-04,0,0,0,0,-6.58E-07,0.13712,2.25,3.9761,81.711,0.0070892,NaN,50.465,928.97,1107.3,0.05,0.091157
1.996,2195.2,1095.3,-210.94,1105.9,212.54,298.85,0.02087,298.85,0.0040011,152.36,26.009,33,107,32.13,0.0028989,-5.86E-08,2.56E-04,2.85E-05,82.153,0,8.7843,0.06234,39.857,29.329,4.6793,0.9998,26775869,0,128.24,0.77052,0.77052,0.38203,0.13854,0.24995,7.83E-04,0.0033171,1.18E-04,0,0,0,0,2.53E-08,0.1358,2.25,3.9761,81.707,0.0078716,NaN,50.268,927.09,1107.1,0.05,0.091744
2.046,2249.7,1084.9,-206.24,1095.4,207.91,306.44,0.021999,306.44,0.0041133,151.04,26.302,33,107,32.13,0.011845,-5.70E-08,0.0022334,-2.73E-05,82.153,0,8.7843,0.06234,39.831,29.329,4.6676,0.99056,26488139,0,124.97,0.76647,0.76647,0.38402,0.1349,0.24756,0.0031906,0.014938,-3.13E-04,0,0,0,0,1.97E-06,0.13451,2.25,3.9761,81.69,0.0093443,NaN,50.074,925.24,1106.9,0.05,0.092238
2.096,2303.7,1074.7,-202,1085.1,203.49,313.96,0.02316,313.96,0.0042266,149.77,24.563,33,107,32.13,0.0084705,-5.69E-08,-0.0019078,2.48E-05,82.153,0,8.7843,0.06234,39.809,29.329,4.658,0.98149,26206236,0,121.82,0.76253,0.76253,0.38597,0.13133,0.24523,0.0022752,0.010992,1.24E-04,0,0,0,0,-1.46E-06,0.13325,2.25,3.9761,81.644,0.0079437,NaN,49.882,923.4,1106.7,0.05,0.092692
2.146,2357.2,1064.7,-197.89,1075,199.37,321.42,0.024326,321.42,0.0043364,148.56,24.251,33,107,32.13,0.0041478,-6.12E-08,2.53E-04,-2.37E-05,82.153,0,8.7843,0.06234,39.788,29.329,4.6485,0.97258,25929494,0,118.9,0.75944,0.75944,0.38788,0.12859,0.24297,0.0011109,0.0048276,-4.76E-04,0,0,0,0,2.62E-08,0.13202,2.25,3.9761,81.636,0.0065232,NaN,49.691,921.58,1106.5,0.05,0.093118
2.196,2410.2,1054.9,-194.29,1065.1,195.82,328.81,0.025496,328.81,0.0044427,147.33,24.473,33,107,32.13,0.0083613,-6.67E-08,0.0011272,2.56E-05,82.153,0,8.7843,0.06234,39.762,29.329,4.6371,0.96385,25658722,0,116.39,0.75845,0.75845,0.38975,0.12792,0.24077,0.0022332,0.010703,3.00E-04,0,0,0,0,5.30E-07,0.1308,2.25,3.9761,81.63,0.0087192,NaN,49.502,919.77,1106.3,0.05,0.093539
2.246,2462.7,1045.3,-191.07,1055.4,192.4,336.15,0.026704,336.15,0.0045516,146.17,22.595,33,107,32.13,0.016363,-6.66E-08,9.94E-04,1.14E-05,82.153,0,8.7843,0.06234,39.734,29.329,4.6247,0.95518,2.54E+07,0,113.94,0.75748,0.75748,0.39162,0.12726,0.23861,0.0043587,0.020218,2.47E-04,0,0,0,0,4.20E-07,0.12961,2.25,3.9761,81.624,0.007945,NaN,49.315,917.98,1106.1,0.05,0.093965
2.296,2514.7,1035.8,-187.74,1045.9,189.26,343.43,0.027914,343.43,0.0046571,145,23.976,33,107,32.129,0.017783,-6.30E-08,1.29E-04,5.33E-06,82.153,0,8.7843,0.06234,39.71,29.329,4.6137,0.94674,25129397,0,111.74,0.75762,0.75762,0.39343,0.12767,0.23652,0.0047232,0.02158,-3.25E-04,0,0,0,0,7.18E-09,0.12844,2.25,3.9761,81.642,0.0082929,NaN,49.129,916.21,1105.9,0.05,0.094441
2.346,2566.3,1026.5,-185.31,1036.5,186.6,350.65,0.029129,350.65,0.0047596,143.85,21.897,33,107,32.129,0.014036,-5.81E-08,-3.12E-05,4.81E-05,82.153,0,8.7843,0.06234,39.687,29.329,4.6037,0.93835,2.49E+07,0,109.82,0.75946,0.75946,0.39523,0.12976,0.23446,0.0037162,0.017538,1.91E-04,0,0,0,0,0,0.12729,2.25,3.9761,81.63,0.0087997,NaN,48.945,914.46,1105.7,0.05,0.09491
2.396,2617.4,1017.3,-182.52,1027.2,183.95,357.82,0.030351,357.82,0.00486,142.73,22.867,33,107,32.129,0.011944,-5.51E-08,1.36E-04,-1.33E-05,82.153,0,8.7843,0.06234,39.664,29.329,4.5934,0.93015,24617569,0,107.96,0.76126,0.76126,0.39699,0.1318,0.23247,0.0031528,0.014076,8.14E-07,0,0,0,0,8.34E-09,0.12615,2.25,3.9761,81.637,0.011131,NaN,48.763,912.72,1105.5,0.05,0.095358
2.446,2668,1008.2,-180.07,1018.1,181.39,364.93,0.031605,364.93,0.0049622,141.61,21.838,33,107,32.129,0.0016932,-5.71E-08,-0.0014558,1.55E-04,82.153,0,8.7843,0.06234,39.644,29.329,4.5848,0.92205,24368093,0,106.14,0.76307,0.76307,0.39873,0.13381,0.23052,4.45E-04,0.0018745,-1.89E-04,0,0,0,0,-9.68E-07,0.12503,2.25,3.9761,81.616,0.0081904,NaN,48.582,910.99,1105.3,0.05,0.09586
2.496,2718.2,999.27,-177.63,1009.1,178.89,371.98,0.032858,371.98,0.0050611,140.54,21.14,33,107,32.129,0.0088356,-5.51E-08,3.29E-04,-2.12E-05,82.153,0,8.7843,0.06234,39.617,29.329,4.5728,0.91404,24121979,0,104.35,0.76487,0.76487,0.40045,0.1358,0.22861,0.0023184,0.010349,-3.14E-04,0,0,0,0,5.03E-08,0.12393,2.25,3.9761,81.606,0.0063271,NaN,48.403,909.28,1105.1,0.05,0.096307
2.546,2767.9,990.45,-175.13,1000.2,176.41,378.98,0.034094,378.98,0.0051545,139.49,21.188,33,107,32.129,3.60E-04,-5.33E-08,-9.15E-04,7.25E-04,82.153,0,8.7843,0.06234,39.598,29.329,4.564,0.90611,23878972,0,102.6,0.76667,0.76667,0.40216,0.13777,0.22674,9.41E-05,1.27E-04,4.63E-04,0,0,0,0,-3.97E-07,0.12284,2.25,3.9761,81.624,0.011393,NaN,48.226,907.59,1104.9,0.05,0.096739
2.596,2817.2,981.76,-172.18,991.47,173.51,385.93,0.035378,385.93,0.0052524,138.41,21.424,33,107,32.129,0.014137,-5.17E-08,0.0010329,2.75E-05,82.153,0,8.7843,0.06234,39.569,29.329,4.5511,0.89835,23641060,0,100.55,0.76584,0.76584,0.4036,0.13733,0.22491,0.0036889,0.016765,-4.44E-04,0,0,0,0,5.14E-07,0.12177,2.25,3.9761,81.626,0.011076,NaN,48.05,905.91,1104.7,0.05,0.097139
2.646,2866.1,973.26,-168.01,982.9,169.29,392.82,0.036683,392.82,0.0053505,137.35,20.733,33,107,32.128,0.010371,-4.30E-08,0.0038202,9.67E-05,82.153,0,8.7843,0.06234,39.548,29.329,4.542,0.89083,2.34E+07,0,97.555,0.75701,0.75702,0.40419,0.12966,0.22316,0.0026987,0.011993,2.64E-04,0,0,0,0,7.15E-06,0.12071,2.25,3.9761,81.577,0.0082499,NaN,47.876,904.25,1104.5,0.05,0.097551
2.696,2914.6,964.95,-164.34,974.54,165.39,399.66,0.037976,399.66,0.0054443,136.38,18.575,33,107,32.128,0.026535,-3.65E-08,-0.0012224,2.38E-05,82.153,0,8.7843,0.06234,39.519,29.329,4.5292,0.88341,23183166,0,94.752,0.74904,0.74904,0.40477,0.12282,0.22145,0.0068908,0.031269,-7.59E-05,0,0,0,0,-7.45E-07,0.11969,2.25,3.9761,81.525,0.012759,NaN,47.703,902.6,1104.3,0.05,0.09796
2.746,2962.6,956.83,-160.49,966.37,161.68,406.46,0.039326,406.46,0.0055435,135.43,19.531,33,107,32.128,0.006676,-3.21E-08,-7.13E-04,4.75E-05,82.153,0,8.7843,0.06234,39.508,29.329,4.524,0.87619,22961857,0,92.148,0.74186,0.74186,0.40533,0.11674,0.2198,0.0017282,0.0076104,-4.96E-04,0,0,0,0,-2.58E-07,0.11869,2.25,3.9761,81.532,0.011146,NaN,47.532,900.96,1104.1,0.05,0.098347
2.796,3010.3,948.89,-157.04,958.37,158.23,413.21,0.040681,413.21,0.0056409,134.45,19.3,33,107,32.128,0.012575,-2.64E-08,0.0017534,-2.50E-06,82.153,0,8.7843,0.06234,39.485,29.329,4.5139,0.8691,22745044,0,89.703,0.73533,0.73533,0.40587,0.11126,0.21819,0.0032481,0.014945,4.84E-04,0,0,0,0,1.58E-06,0.11771,2.25,3.9761,81.521,0.0092797,NaN,47.362,899.34,1103.9,0.05,0.09874
2.846,3057.5,941.12,-153.94,950.54,155.02,419.91,0.04204,419.91,0.0057363,133.51,18.279,33,107,32.128,0.0020098,-3.16E-08,-0.0025947,-3.08E-04,82.153,0,8.7843,0.06234,39.47,29.329,4.5074,0.8622,22534700,0,87.414,0.72936,0.72936,0.40639,0.10632,0.21664,5.18E-04,0.0023405,1.34E-04,0,0,0,0,-3.53E-06,0.11674,2.25,3.9761,81.477,0.012782,NaN,47.193,897.78,1103.7,0.05,0.099156
2.896,3104.4,933.5,-150.95,942.87,151.98,426.56,0.043435,426.56,0.0058342,132.62,17.649,33,107,32.128,0.0080492,-3.34E-08,-0.0014581,1.45E-05,82.153,0,8.7843,0.06234,39.449,29.329,4.4977,0.85542,22329330,0,85.253,0.72386,0.72386,0.4069,0.10183,0.21513,0.0020695,0.0088967,-4.85E-04,0,0,0,0,-1.13E-06,0.1158,2.25,3.9761,81.44,0.011146,NaN,47.026,896.26,1103.5,0.05,0.099651
2.946,3150.9,926.02,-148.08,935.35,149.07,433.17,0.044851,433.17,0.0059326,131.75,17.165,33,107,32.128,0.0098794,-3.26E-08,2.89E-04,1.09E-05,82.153,0,8.7843,0.06234,39.429,29.329,4.4892,0.84873,22126645,0,83.188,0.71873,0.71873,0.40741,0.097675,0.21364,0.0025347,0.011398,-1.77E-04,0,0,0,0,4.51E-08,0.11488,2.25,3.9761,81.431,0.012569,NaN,46.861,894.75,1103.4,0.05,0.10005
2.996,3197,918.69,-145.21,927.97,146.29,439.73,0.046298,439.73,0.0060325,130.88,17.741,33,107,32.127,0.014454,-2.98E-08,4.09E-04,2.81E-05,82.153,0,8.7843,0.06234,39.409,29.329,4.4803,0.8422,21928710,0,81.234,0.71397,0.71398,0.40789,0.093876,0.21221,0.0037012,0.016406,-9.49E-05,0,0,0,0,9.20E-08,0.11398,2.25,3.9761,81.435,0.010802,NaN,46.696,893.26,1103.2,0.05,0.10045
3.046,3242.7,911.5,-142.64,920.72,143.68,446.26,0.04775,446.26,0.0061308,130,17.249,33,107,32.127,0.010602,-3.41E-08,0.0028514,2.06E-05,82.153,0,8.7843,0.06234,39.394,29.329,4.4734,0.8358,21735020,0,79.377,0.70955,0.70955,0.40836,0.090378,0.21081,0.0027092,0.01163,6.63E-05,0,0,0,0,4.54E-06,0.11309,2.25,3.9761,81.403,0.011311,NaN,46.533,891.77,1103,0.05,0.10086
3.096,3288.1,904.42,-140.34,913.6,141.21,452.73,0.049214,452.73,0.0062283,129.18,15.606,33,107,32.127,0.023653,-3.03E-08,-0.0012288,9.55E-06,82.153,0,8.7843,0.06234,39.371,29.329,4.4631,0.82947,21543529,0,77.589,0.70537,0.70537,0.40882,0.087107,0.20944,0.0060348,0.026654,4.88E-04,0,0,0,0,-8.56E-07,0.11221,2.25,3.9761,81.36,0.014832,NaN,46.371,890.3,1102.8,0.05,0.10164
3.146,3333.2,897.46,-137.88,906.6,138.77,459.17,0.050718,459.17,0.0063286,128.4,15.747,33,107,32.127,0.010388,-3.77E-08,0.0019027,-4.35E-06,82.153,0,8.7843,0.06234,39.36,29.329,4.4585,0.82322,21354990,0,75.874,0.70143,0.70143,0.40928,0.084056,0.2081,0.0026442,0.011451,-1.19E-04,0,0,0,0,2.08E-06,0.11136,2.25,3.9761,81.372,0.013324,NaN,46.21,888.84,1102.6,0.05,0.10222
3.196,3377.9,890.63,-135.45,899.73,136.42,465.57,0.052242,465.57,0.0064291,127.6,16.243,33,107,32.127,0.013473,-3.75E-08,-0.001306,-3.57E-06,82.153,0,8.7843,0.06234,39.343,29.329,4.4506,0.81707,21169281,0,74.225,0.69771,0.69771,0.40972,0.081201,0.20679,0.0034235,0.015217,2.03E-04,0,0,0,0,-9.97E-07,0.11051,2.25,3.9761,81.405,0.010473,NaN,46.051,887.39,1102.5,0.05,0.10264
3.246,3422.2,883.92,-133.21,892.96,134.2,471.93,0.053756,471.93,0.0065263,126.78,16.241,33,107,32.127,0.022319,-4.12E-08,0.0019018,-6.56E-05,82.153,0,8.7843,0.06234,39.323,29.329,4.4419,0.81107,20988211,0,72.655,0.69422,0.69422,0.41015,0.078554,0.20552,0.005663,0.025159,-4.50E-04,0,0,0,0,2.15E-06,0.10968,2.25,3.9761,81.398,0.013398,NaN,45.893,885.95,1102.3,0.05,0.10308
3.296,3466.3,877.31,-131.26,886.31,132.11,478.25,0.055292,478.25,0.0066241,126,14.988,33,107,32.127,0.0054678,-4.30E-08,-0.0030896,-2.35E-04,82.153,0,8.7843,0.06234,39.315,29.329,4.4385,0.80518,20810533,0,71.148,0.69092,0.69092,0.41057,0.076075,0.20428,0.0013842,0.006196,-4.39E-04,0,0,0,0,-5.75E-06,0.10887,2.25,3.9761,81.347,0.016054,NaN,45.736,884.52,1102.1,0.05,0.10377
3.346,3510,870.79,-129.4,879.76,130.09,484.54,0.056873,484.54,0.0067252,125.3,13.446,33,107,32.126,0.041055,-4.03E-08,0.0010416,-3.92E-05,82.153,0,8.7843,0.06234,39.284,29.329,4.4246,0.79929,20633496,0,69.678,0.68774,0.68775,0.41098,0.073709,0.20305,0.010388,0.046203,-5.82E-05,0,0,0,0,6.63E-07,0.10806,2.25,3.9761,81.325,0.013572,NaN,45.58,883.11,1101.9,0.05,0.10436
3.396,3553.4,864.38,-127.11,873.31,128.03,490.78,0.058469,490.78,0.0068259,124.58,15.341,33,107,32.126,0.022846,-4.77E-08,-0.0023045,-5.13E-05,82.153,0,8.7843,0.06234,39.278,29.329,4.4218,0.79357,20461249,0,68.276,0.68476,0.68476,0.41138,0.071507,0.20187,0.0057679,0.025541,-5.91E-05,0,0,0,0,-3.29E-06,0.10727,2.25,3.9761,81.368,0.011067,NaN,45.425,881.7,1101.8,0.05,0.10491
3.446,3596.4,858.07,-125.08,866.95,126.12,496.99,0.060048,496.99,0.0069226,123.78,16.195,33,107,32.126,0.055394,-3.95E-08,0.0042716,-1.98E-05,82.153,0,8.7843,0.06234,39.249,29.329,4.409,0.78801,20293590,0,66.94,0.68195,0.68195,0.41177,0.069453,0.20072,0.013979,0.062026,-1.03E-04,0,0,0,0,1.15E-05,0.10649,2.25,3.9761,81.352,0.012913,NaN,45.272,880.3,1101.6,0.05,0.10546
3.496,3639.2,851.86,-123.64,860.69,124.37,503.16,0.061634,503.16,0.0070183,123.03,13.5,33,107,32.126,0.020381,-4.14E-08,-0.0066632,-1.12E-04,82.153,0,8.7843,0.06234,39.251,29.329,4.41,0.7825,20127768,0,65.642,0.67925,0.67925,0.41215,0.067498,0.1996,0.0051292,0.022953,1.85E-04,0,0,0,0,-2.83E-05,0.10572,2.25,3.9761,81.238,0.016924,NaN,45.119,878.92,1101.4,0.05,0.10589
3.546,3681.6,845.71,-122.19,854.52,122.69,509.3,0.063267,509.3,0.0071176,122.44,11.006,33,107,32.126,0.089382,-6.30E-08,0.002214,-2.20E-05,82.153,0,8.7843,0.06234,39.206,29.329,4.3898,0.77692,19960711,0,64.357,0.67659,0.67661,0.41253,0.065593,0.19847,0.022514,0.098821,1.74E-04,0,0,0,0,3.18E-06,0.10497,2.25,3.9761,81.191,0.015766,NaN,44.968,877.54,1101.3,0.048108,0.10638
3.5941,3722.1,839.88,-119.99,848.67,120.84,515.17,0.064863,515.17,0.0072139,121.84,14.354,33,107,32.126,0.023601,-6.35E-08,-0.0066585,-6.61E-05,82.153,0,8.7843,0.06234,39.223,29.329,4.3976,0.77171,19804478,0,63.175,0.67418,0.67419,0.41288,0.063879,0.19742,0.0059228,0.026301,2.89E-05,0,0,0,0,-2.91E-05,0.10425,2.25,3.9761,81.289,0.012951,NaN,44.823,876.23,1101.1,0.05,0.10685
3.6441,3764,833.93,-118.06,842.67,119.13,521.25,0.066522,521.25,0.0073122,121.06,15.916,33,107,32.126,0.08249,-7.46E-08,0.0018201,-2.53E-05,82.153,0,8.7843,0.06234,39.183,29.329,4.3798,0.76639,19644741,0,61.988,0.67179,0.6718,0.41324,0.062187,0.19636,0.020714,0.091184,4.71E-04,0,0,0,0,2.21E-06,0.10352,2.25,3.9761,81.337,0.01423,NaN,44.674,874.87,1100.9,0.05,0.10733
3.6941,3805.5,828.06,-116.94,836.76,117.59,527.28,0.068198,527.28,0.0074106,120.35,12.38,33,107,32.126,0.023954,-8.42E-08,-0.0057966,-4.99E-05,82.153,0,8.7843,0.06234,39.197,29.329,4.3861,0.76107,19485668,0,60.823,0.66945,0.66946,0.4136,0.060555,0.1953,0.0059944,0.025881,-1.68E-04,0,0,0,0,-2.27E-05,0.10279,2.25,3.9761,81.248,0.01678,NaN,44.526,873.52,1100.8,0.05,0.10778
3.7441,3846.8,822.24,-115.54,830.92,116.07,533.28,0.069906,533.28,0.0075107,119.78,11.136,33,107,32.125,0.058785,-7.34E-08,6.31E-04,-3.35E-05,82.153,0,8.7843,0.06234,39.169,29.329,4.3734,0.75586,1.93E+07,0,59.704,0.66723,0.66724,0.41395,0.059012,0.19427,0.014709,0.063982,4.49E-06,0,0,0,0,2.73E-07,0.10207,2.25,3.9761,81.2,0.015836,NaN,44.379,872.19,1100.6,0.05,0.10821
